Chrom	Start	End	Value
HSV1-Kos	73601	73700	0.78
HSV1-Kos	73701	73800	0.71
HSV1-Kos	73801	73900	0.6
HSV1-Kos	73901	74000	0.59
HSV1-Kos	74001	74100	0.75
HSV1-Kos	74101	74200	0.7
HSV1-Kos	74201	74300	0.67
HSV1-Kos	74301	74400	0.65
HSV1-Kos	74401	74500	0.77
HSV1-Kos	74501	74600	0.8
HSV1-Kos	74601	74700	0.72
HSV1-Kos	74701	74800	0.68
HSV1-Kos	74801	74900	0.79
HSV1-Kos	74901	75000	0.68
HSV1-Kos	75001	75100	0.73
HSV1-Kos	75101	75200	0.76
HSV1-Kos	75201	75300	0.61
HSV1-Kos	75301	75400	0.71
HSV1-Kos	75401	75500	0.8
HSV1-Kos	75501	75600	0.68
HSV1-Kos	75601	75700	0.75
HSV1-Kos	75701	75800	0.76
HSV1-Kos	75801	75900	0.61
HSV1-Kos	75901	76000	0.76
HSV1-Kos	76001	76100	0.68
HSV1-Kos	76101	76200	0.7
HSV1-Kos	76201	76300	0.71
HSV1-Kos	76301	76400	0.71
HSV1-Kos	76401	76500	0.79
HSV1-Kos	76501	76600	0.74
HSV1-Kos	76601	76700	0.71
HSV1-Kos	76701	76800	0.81
HSV1-Kos	76801	76900	0.66
HSV1-Kos	76901	77000	0.66
HSV1-Kos	77001	77100	0.76
HSV1-Kos	77101	77200	0.69
HSV1-Kos	77201	77300	0.76
HSV1-Kos	77301	77400	0.75
HSV1-Kos	77401	77500	0.75
HSV1-Kos	77501	77600	0.68
HSV1-Kos	77601	77700	0.72
HSV1-Kos	77701	77800	0.73
HSV1-Kos	77801	77900	0.63
HSV1-Kos	77901	78000	0.8
HSV1-Kos	78001	78100	0.78
HSV1-Kos	78101	78200	0.61
HSV1-Kos	78201	78300	0.71
HSV1-Kos	78301	78400	0.59
HSV1-Kos	78401	78500	0.71
HSV1-Kos	78501	78600	0.7
HSV1-Kos	78601	78700	0.64
HSV1-Kos	78701	78800	0.73
HSV1-Kos	78801	78900	0.78
HSV1-Kos	78901	79000	0.69
HSV1-Kos	79001	79100	0.67
HSV1-Kos	79101	79200	0.71
HSV1-Kos	79201	79300	0.72
HSV1-Kos	79301	79400	0.76
HSV1-Kos	79401	79500	0.84
HSV1-Kos	79501	79600	0.65
HSV1-Kos	79601	79700	0.64
HSV1-Kos	79701	79800	0.66
HSV1-Kos	79801	79900	0.7
HSV1-Kos	79901	80000	0.67
HSV1-Kos	80001	80100	0.72
HSV1-Kos	80101	80200	0.64
HSV1-Kos	80201	80300	0.67
HSV1-Kos	80301	80400	0.66
HSV1-Kos	80401	80500	0.56
HSV1-Kos	80501	80600	0.6
HSV1-Kos	80601	80700	0.71
HSV1-Kos	80701	80800	0.64
HSV1-Kos	80801	80900	0.7
HSV1-Kos	80901	81000	0.74
HSV1-Kos	81001	81100	0.7
HSV1-Kos	81101	81200	0.7
HSV1-Kos	81201	81300	0.65
HSV1-Kos	81301	81400	0.72
HSV1-Kos	81401	81500	0.71
HSV1-Kos	81501	81600	0.65
HSV1-Kos	81601	81700	0.75
HSV1-Kos	81701	81800	0.64
HSV1-Kos	81801	81900	0.72
HSV1-Kos	81901	82000	0.73
HSV1-Kos	82001	82100	0.7
HSV1-Kos	82101	82200	0.71
HSV1-Kos	82201	82300	0.69
HSV1-Kos	82301	82400	0.72
HSV1-Kos	82401	82500	0.6
HSV1-Kos	82501	82600	0.72
HSV1-Kos	82601	82700	0.6
HSV1-Kos	82701	82800	0.71
HSV1-Kos	82801	82900	0.75
HSV1-Kos	82901	83000	0.63
HSV1-Kos	83001	83100	0.71
HSV1-Kos	83101	83200	0.65
HSV1-Kos	83201	83300	0.7
HSV1-Kos	83301	83400	0.73
HSV1-Kos	83401	83500	0.69
HSV1-Kos	83501	83600	0.73
HSV1-Kos	83601	83700	0.72
HSV1-Kos	83701	83800	0.71
HSV1-Kos	83801	83900	0.77
HSV1-Kos	83901	84000	0.66
HSV1-Kos	84001	84100	0.67
HSV1-Kos	84101	84200	0.67
HSV1-Kos	84201	84300	0.7
HSV1-Kos	84301	84400	0.65
HSV1-Kos	84401	84500	0.79
HSV1-Kos	84501	84600	0.68
HSV1-Kos	84601	84700	0.69
HSV1-Kos	84701	84800	0.8
HSV1-Kos	84801	84900	0.73
HSV1-Kos	84901	85000	0.73
HSV1-Kos	85001	85100	0.65
HSV1-Kos	85101	85200	0.8
HSV1-Kos	85201	85300	0.66
HSV1-Kos	85301	85400	0.69
HSV1-Kos	85401	85500	0.71
HSV1-Kos	85501	85600	0.71
HSV1-Kos	85601	85700	0.72
HSV1-Kos	85701	85800	0.68
HSV1-Kos	85801	85900	0.51
HSV1-Kos	85901	86000	0.6
HSV1-Kos	86001	86100	0.63
HSV1-Kos	86101	86200	0.65
HSV1-Kos	86201	86300	0.76
HSV1-Kos	86301	86400	0.71
HSV1-Kos	86401	86500	0.61
HSV1-Kos	86501	86600	0.75
HSV1-Kos	86601	86700	0.73
HSV1-Kos	86701	86800	0.72
HSV1-Kos	86801	86900	0.68
HSV1-Kos	86901	87000	0.63
HSV1-Kos	87001	87100	0.79
HSV1-Kos	87101	87200	0.75
HSV1-Kos	87201	87300	0.67
HSV1-Kos	87301	87400	0.63
HSV1-Kos	87401	87500	0.6
HSV1-Kos	87501	87600	0.65
HSV1-Kos	87601	87700	0.62
HSV1-Kos	87701	87800	0.58
HSV1-Kos	87801	87900	0.63
HSV1-Kos	87901	88000	0.62
HSV1-Kos	88001	88100	0.68
HSV1-Kos	88101	88200	0.68
HSV1-Kos	88201	88300	0.69
HSV1-Kos	88301	88400	0.6
HSV1-Kos	88401	88500	0.6
HSV1-Kos	88501	88600	0.66
HSV1-Kos	88601	88700	0.6
HSV1-Kos	88701	88800	0.66
HSV1-Kos	88801	88900	0.6
HSV1-Kos	88901	89000	0.6
HSV1-Kos	89001	89100	0.68
HSV1-Kos	89101	89200	0.65
HSV1-Kos	89201	89300	0.64
HSV1-Kos	89301	89400	0.67
HSV1-Kos	89401	89500	0.63
HSV1-Kos	89501	89600	0.57
HSV1-Kos	89601	89700	0.72
HSV1-Kos	89701	89800	0.71
HSV1-Kos	89801	89900	0.59
HSV1-Kos	89901	90000	0.61
HSV1-Kos	90001	90100	0.57
HSV1-Kos	90101	90200	0.63
HSV1-Kos	90201	90300	0.59
HSV1-Kos	90301	90400	0.61
HSV1-Kos	90401	90500	0.65
HSV1-Kos	90501	90600	0.65
HSV1-Kos	90601	90700	0.58
HSV1-Kos	90701	90800	0.56
HSV1-Kos	90801	90900	0.52
HSV1-Kos	90901	91000	0.59
HSV1-Kos	91001	91100	0.62
HSV1-Kos	91101	91200	0.57
HSV1-Kos	91201	91300	0.65
HSV1-Kos	91301	91400	0.73
HSV1-Kos	91401	91500	0.66
HSV1-Kos	91501	91600	0.71
HSV1-Kos	91601	91700	0.55
HSV1-Kos	91701	91800	0.48
HSV1-Kos	91801	91900	0.62
HSV1-Kos	91901	92000	0.77
HSV1-Kos	92001	92100	0.68
HSV1-Kos	92101	92200	0.61
HSV1-Kos	92201	92300	0.5
HSV1-Kos	92301	92400	0.64
HSV1-Kos	92401	92500	0.58
HSV1-Kos	92501	92600	0.49
HSV1-Kos	92601	92700	0.61
HSV1-Kos	92701	92800	0.68
HSV1-Kos	92801	92900	0.73
HSV1-Kos	92901	93000	0.78
HSV1-Kos	93001	93100	0.61
HSV1-Kos	93101	93200	0.6
HSV1-Kos	93201	93300	0.67
HSV1-Kos	93301	93400	0.62
HSV1-Kos	93401	93500	0.66
HSV1-Kos	93501	93600	0.61
HSV1-Kos	93601	93700	0.64
HSV1-Kos	93701	93800	0.68
HSV1-Kos	93801	93900	0.62
HSV1-Kos	93901	94000	0.71
HSV1-Kos	94001	94100	0.78
HSV1-Kos	94101	94200	0.68
HSV1-Kos	94201	94300	0.73
HSV1-Kos	94301	94400	0.72
HSV1-Kos	94401	94500	0.57
HSV1-Kos	94501	94600	0.6
HSV1-Kos	94601	94700	0.76
HSV1-Kos	94701	94800	0.71
HSV1-Kos	94801	94900	0.7
HSV1-Kos	94901	95000	0.79
HSV1-Kos	95001	95100	0.7
HSV1-Kos	95101	95200	0.8
HSV1-Kos	95201	95300	0.78
HSV1-Kos	95301	95400	0.72
HSV1-Kos	95401	95500	0.73
HSV1-Kos	95501	95600	0.63
HSV1-Kos	95601	95700	0.64
HSV1-Kos	95701	95800	0.74
HSV1-Kos	95801	95900	0.51
HSV1-Kos	95901	96000	0.67
HSV1-Kos	96001	96100	0.69
HSV1-Kos	96101	96200	0.75
HSV1-Kos	96201	96300	0.71
HSV1-Kos	96301	96400	0.67
HSV1-Kos	96401	96500	0.71
HSV1-Kos	96501	96600	0.63
HSV1-Kos	96601	96700	0.69
HSV1-Kos	96701	96800	0.74
HSV1-Kos	96801	96900	0.67
HSV1-Kos	96901	97000	0.67
HSV1-Kos	97001	97100	0.65
HSV1-Kos	97101	97200	0.7
HSV1-Kos	97201	97300	0.68
HSV1-Kos	97301	97400	0.69
HSV1-Kos	97401	97500	0.65
HSV1-Kos	97501	97600	0.63
HSV1-Kos	97601	97700	0.6
HSV1-Kos	97701	97800	0.6
HSV1-Kos	97801	97900	0.75
HSV1-Kos	97901	98000	0.66
HSV1-Kos	98001	98100	0.7
HSV1-Kos	98101	98200	0.7
HSV1-Kos	98201	98300	0.59
HSV1-Kos	98301	98400	0.67
HSV1-Kos	98401	98500	0.55
HSV1-Kos	98501	98600	0.59
HSV1-Kos	98601	98700	0.7
HSV1-Kos	98701	98800	0.72
HSV1-Kos	98801	98900	0.57
HSV1-Kos	98901	99000	0.73
HSV1-Kos	99001	99100	0.71
HSV1-Kos	99101	99200	0.77
HSV1-Kos	99201	99300	0.84
HSV1-Kos	99301	99400	0.74
HSV1-Kos	99401	99500	0.77
HSV1-Kos	99501	99600	0.71
HSV1-Kos	99601	99700	0.68
HSV1-Kos	99701	99800	0.6
HSV1-Kos	99801	99900	0.71
HSV1-Kos	99901	100000	0.72
HSV1-Kos	100001	100100	0.67
HSV1-Kos	100101	100200	0.7
HSV1-Kos	100201	100300	0.74
HSV1-Kos	100301	100400	0.7
HSV1-Kos	100401	100500	0.65
HSV1-Kos	100501	100600	0.75
HSV1-Kos	100601	100700	0.74
HSV1-Kos	100701	100800	0.77
HSV1-Kos	100801	100900	0.74
HSV1-Kos	100901	101000	0.68
HSV1-Kos	101001	101100	0.78
HSV1-Kos	101101	101200	0.74
HSV1-Kos	101201	101300	0.7
HSV1-Kos	101301	101400	0.73
HSV1-Kos	101401	101500	0.78
HSV1-Kos	101501	101600	0.75
HSV1-Kos	101601	101700	0.69
HSV1-Kos	101701	101800	0.76
HSV1-Kos	101801	101900	0.75
HSV1-Kos	101901	102000	0.74
HSV1-Kos	102001	102100	0.61
HSV1-Kos	102101	102200	0.65
HSV1-Kos	102201	102300	0.68
HSV1-Kos	102301	102400	0.76
HSV1-Kos	102401	102500	0.7
HSV1-Kos	102501	102600	0.71
HSV1-Kos	102601	102700	0.79
HSV1-Kos	102701	102800	0.71
HSV1-Kos	102801	102900	0.79
HSV1-Kos	102901	103000	0.63
HSV1-Kos	103001	103100	0.69
HSV1-Kos	103101	103200	0.64
HSV1-Kos	103201	103300	0.59
HSV1-Kos	103301	103400	0.61
HSV1-Kos	103401	103500	0.58
HSV1-Kos	103501	103600	0.64
HSV1-Kos	103601	103700	0.75
HSV1-Kos	103701	103800	0.63
HSV1-Kos	103801	103900	0.61
HSV1-Kos	103901	104000	0.7
HSV1-Kos	104001	104100	0.63
HSV1-Kos	104101	104200	0.54
HSV1-Kos	104201	104300	0.69
HSV1-Kos	104301	104400	0.66
HSV1-Kos	104401	104500	0.69
HSV1-Kos	104501	104600	0.59
HSV1-Kos	104601	104700	0.64
HSV1-Kos	104701	104800	0.77
HSV1-Kos	104801	104900	0.6
HSV1-Kos	104901	105000	0.65
HSV1-Kos	105001	105100	0.7
HSV1-Kos	105101	105200	0.66
HSV1-Kos	105201	105300	0.55
HSV1-Kos	105301	105400	0.74
HSV1-Kos	105401	105500	0.59
HSV1-Kos	105501	105600	0.7
HSV1-Kos	105601	105700	0.71
HSV1-Kos	105701	105800	0.77
HSV1-Kos	105801	105900	0.84
HSV1-Kos	105901	106000	0.67
HSV1-Kos	106001	106100	0.67
HSV1-Kos	106101	106200	0.63
HSV1-Kos	106201	106300	0.68
HSV1-Kos	106301	106400	0.56
HSV1-Kos	106401	106500	0.67
HSV1-Kos	106501	106600	0.58
HSV1-Kos	106601	106700	0.78
HSV1-Kos	106701	106800	0.65
HSV1-Kos	106801	106900	0.71
HSV1-Kos	106901	107000	0.64
HSV1-Kos	107001	107100	0.6
HSV1-Kos	107101	107200	0.66
HSV1-Kos	107201	107300	0.72
HSV1-Kos	107301	107400	0.72
HSV1-Kos	107401	107500	0.63
HSV1-Kos	107501	107600	0.75
HSV1-Kos	107601	107700	0.64
HSV1-Kos	107701	107800	0.63
HSV1-Kos	107801	107900	0.68
HSV1-Kos	107901	108000	0.46
HSV1-Kos	108001	108100	0.53
HSV1-Kos	108101	108200	0.7
HSV1-Kos	108201	108300	0.78
HSV1-Kos	108301	108400	0.66
HSV1-Kos	108401	108500	0.66
HSV1-Kos	108501	108600	0.71
HSV1-Kos	108601	108700	0.71
HSV1-Kos	108701	108800	0.66
HSV1-Kos	108801	108900	0.76
HSV1-Kos	108901	109000	0.53
HSV1-Kos	109001	109100	0.66
HSV1-Kos	109101	109200	0.62
HSV1-Kos	109201	109300	0.74
HSV1-Kos	109301	109400	0.69
HSV1-Kos	109401	109500	0.69
HSV1-Kos	109501	109600	0.56
HSV1-Kos	109601	109700	0.74
HSV1-Kos	109701	109800	0.69
HSV1-Kos	109801	109900	0.57
HSV1-Kos	109901	110000	0.68
HSV1-Kos	110001	110100	0.61
HSV1-Kos	110101	110200	0.75
HSV1-Kos	110201	110300	0.71
HSV1-Kos	110301	110400	0.72
HSV1-Kos	110401	110500	0.66
HSV1-Kos	110501	110600	0.76
HSV1-Kos	110601	110700	0.66
HSV1-Kos	110701	110800	0.67
HSV1-Kos	110801	110900	0.64
HSV1-Kos	110901	111000	0.68
HSV1-Kos	111001	111100	0.65
HSV1-Kos	111101	111200	0.67
HSV1-Kos	111201	111300	0.58
HSV1-Kos	111301	111400	0.62
HSV1-Kos	111401	111500	0.72
HSV1-Kos	111501	111600	0.58
HSV1-Kos	111601	111700	0.65
HSV1-Kos	111701	111800	0.65
HSV1-Kos	111801	111900	0.68
HSV1-Kos	111901	112000	0.63
HSV1-Kos	112001	112100	0.62
HSV1-Kos	112101	112200	0.64
HSV1-Kos	112201	112300	0.58
HSV1-Kos	112301	112400	0.58
HSV1-Kos	112401	112500	0.62
HSV1-Kos	112501	112600	0.59
HSV1-Kos	112601	112700	0.61
HSV1-Kos	112701	112800	0.58
HSV1-Kos	112801	112900	0.66
HSV1-Kos	112901	113000	0.63
HSV1-Kos	113001	113100	0.54
HSV1-Kos	113101	113200	0.69
HSV1-Kos	113201	113300	0.54
HSV1-Kos	113301	113400	0.7
HSV1-Kos	113401	113500	0.69
HSV1-Kos	113501	113600	0.64
HSV1-Kos	113601	113700	0.68
HSV1-Kos	113701	113800	0.75
HSV1-Kos	113801	113900	0.74
HSV1-Kos	113901	114000	0.76
HSV1-Kos	114001	114100	0.83
HSV1-Kos	114101	114200	0.76
HSV1-Kos	114201	114300	0.79
HSV1-Kos	114301	114400	0.71
HSV1-Kos	114401	114500	0.67
HSV1-Kos	114501	114600	0.67
HSV1-Kos	114601	114700	0.68
HSV1-Kos	114701	114800	0.63
HSV1-Kos	114801	114900	0.63
HSV1-Kos	114901	115000	0.62
HSV1-Kos	115001	115100	0.43
HSV1-Kos	115101	115200	0.7
HSV1-Kos	115201	115300	0.63
HSV1-Kos	115301	115400	0.63
HSV1-Kos	115401	115500	0.6
HSV1-Kos	115501	115600	0.63
HSV1-Kos	115601	115700	0.64
HSV1-Kos	115701	115800	0.66
HSV1-Kos	115801	115900	0.5
HSV1-Kos	115901	116000	0.48
HSV1-Kos	116001	116100	0.59
HSV1-Kos	116101	116200	0.69
HSV1-Kos	116201	116300	0.66
HSV1-Kos	116301	116400	0.64
HSV1-Kos	116401	116500	0.8
HSV1-Kos	116501	116600	0.64
HSV1-Kos	116601	116700	0.67
HSV1-Kos	116701	116800	0.61
HSV1-Kos	116801	116900	0.69
HSV1-Kos	116901	117000	0.66
HSV1-Kos	117001	117100	0.77
HSV1-Kos	117101	117200	0.76
HSV1-Kos	117201	117300	0.76
HSV1-Kos	117301	117400	0.67
HSV1-Kos	117401	117500	0.79
HSV1-Kos	117501	117600	0.79
HSV1-Kos	117601	117700	0.77
HSV1-Kos	117701	117800	0.5
HSV1-Kos	117801	117900	0.56
HSV1-Kos	117901	118000	0.76
HSV1-Kos	118001	118100	0.68
HSV1-Kos	118101	118200	0.7
HSV1-Kos	118201	118300	0.74
HSV1-Kos	118301	118400	0.77
HSV1-Kos	118401	118500	0.53
HSV1-Kos	118501	118600	0.61
HSV1-Kos	118601	118700	0.81
HSV1-Kos	118701	118800	0.52
HSV1-Kos	118801	118900	0.82
HSV1-Kos	118901	119000	0.74
HSV1-Kos	119001	119100	0.62
HSV1-Kos	119101	119200	0.65
HSV1-Kos	119201	119300	0.62
HSV1-Kos	119301	119400	0.65
HSV1-Kos	119401	119500	0.66
HSV1-Kos	119501	119600	0.59
HSV1-Kos	119601	119700	0.65
HSV1-Kos	119701	119800	0.76
HSV1-Kos	119801	119900	0.63
HSV1-Kos	119901	120000	0.59
HSV1-Kos	120001	120100	0.66
HSV1-Kos	120101	120200	0.67
HSV1-Kos	120201	120300	0.67
HSV1-Kos	120301	120400	0.75
HSV1-Kos	120401	120500	0.52
HSV1-Kos	120501	120600	0.51
HSV1-Kos	120601	120700	0.7
HSV1-Kos	120701	120800	0.71
HSV1-Kos	120801	120900	0.74
HSV1-Kos	120901	121000	0.7
HSV1-Kos	121001	121100	0.69
HSV1-Kos	121101	121200	0.73
HSV1-Kos	121201	121300	0.8
HSV1-Kos	121301	121400	0.79
HSV1-Kos	121401	121500	0.77
HSV1-Kos	121501	121600	0.88
HSV1-Kos	121601	121700	0.76
HSV1-Kos	121701	121800	0.9
HSV1-Kos	121801	121900	0.89
HSV1-Kos	121901	122000	0.69
HSV1-Kos	122001	122100	0.82
HSV1-Kos	122101	122200	0.74
HSV1-Kos	122201	122300	0.82
HSV1-Kos	122301	122400	0.76
HSV1-Kos	122401	122500	0.74
HSV1-Kos	122501	122600	0.72
HSV1-Kos	122601	122700	0.65
HSV1-Kos	122701	122800	0.6
HSV1-Kos	122801	122900	0.8
HSV1-Kos	122901	123000	0.71
HSV1-Kos	123001	123100	0.74
HSV1-Kos	123101	123200	0.65
HSV1-Kos	123201	123300	0.63
HSV1-Kos	123301	123400	0.71
HSV1-Kos	123401	123500	0.64
HSV1-Kos	123501	123600	0.59
HSV1-Kos	123601	123700	0.64
HSV1-Kos	123701	123800	0.68
HSV1-Kos	123801	123900	0.77
HSV1-Kos	123901	124000	0.72
HSV1-Kos	124001	124100	0.67
HSV1-Kos	124101	124200	0.77
HSV1-Kos	124201	124300	0.63
HSV1-Kos	124301	124400	0.67
HSV1-Kos	124401	124500	0.6
HSV1-Kos	124501	124600	0.69
HSV1-Kos	124601	124700	0.58
HSV1-Kos	124701	124800	0.84
HSV1-Kos	124801	124900	0.71
HSV1-Kos	124901	125000	0.78
HSV1-Kos	125001	125100	0.85
HSV1-Kos	125101	125200	0.83
HSV1-Kos	125201	125300	0.82
HSV1-Kos	125301	125400	0.89
HSV1-Kos	125401	125500	0.72
HSV1-Kos	125501	125600	0.78
HSV1-Kos	125601	125700	0.79
HSV1-Kos	125701	125800	0.69
HSV1-Kos	125801	125900	0.8
HSV1-Kos	125901	126000	0.83
HSV1-Kos	126001	126100	0.87
HSV1-Kos	126101	126200	0.76
HSV1-Kos	126201	126300	0.58
HSV1-Kos	126301	126400	0.7
HSV1-Kos	126401	126500	0.82
HSV1-Kos	126501	126600	0.69
HSV1-Kos	126601	126700	0.88
HSV1-Kos	126701	126800	0.88
HSV1-Kos	126801	126900	0.89
HSV1-Kos	126901	127000	0.57
HSV1-Kos	127001	127100	0.75
HSV1-Kos	127101	127200	0.82
HSV1-Kos	127201	127300	0.82
HSV1-Kos	127301	127400	0.87
HSV1-Kos	127401	127500	0.81
HSV1-Kos	127501	127600	0.79
HSV1-Kos	127601	127700	0.81
HSV1-Kos	127701	127800	0.81
HSV1-Kos	127801	127900	0.76
HSV1-Kos	127901	128000	0.8
HSV1-Kos	128001	128100	0.82
HSV1-Kos	128101	128200	0.78
HSV1-Kos	128201	128300	0.85
HSV1-Kos	128301	128400	0.76
HSV1-Kos	128401	128500	0.86
HSV1-Kos	128501	128600	0.93
HSV1-Kos	128601	128700	0.84
HSV1-Kos	128701	128800	0.87
HSV1-Kos	128801	128900	0.81
HSV1-Kos	128901	129000	0.82
HSV1-Kos	129001	129100	0.85
HSV1-Kos	129101	129200	0.85
HSV1-Kos	129201	129300	0.86
HSV1-Kos	129301	129400	0.88
HSV1-Kos	129401	129500	0.81
HSV1-Kos	129501	129600	0.77
HSV1-Kos	129601	129700	0.74
HSV1-Kos	129701	129800	0.74
HSV1-Kos	129801	129900	0.85
HSV1-Kos	129901	130000	0.79
HSV1-Kos	130001	130100	0.87
HSV1-Kos	130101	130200	0.88
HSV1-Kos	130201	130300	0.81
HSV1-Kos	130301	130400	0.7
HSV1-Kos	130401	130500	0.84
HSV1-Kos	130501	130600	0.78
HSV1-Kos	130601	130700	0.75
HSV1-Kos	130701	130800	0.82
HSV1-Kos	130801	130900	0.82
HSV1-Kos	130901	131000	0.7
HSV1-Kos	131001	131100	0.72
HSV1-Kos	131101	131200	0.74
HSV1-Kos	131201	131300	0.78
HSV1-Kos	131301	131400	0.77
HSV1-Kos	131401	131500	0.73
HSV1-Kos	131501	131600	0.74
HSV1-Kos	131601	131700	0.86
HSV1-Kos	131701	131800	0.55
HSV1-Kos	131801	131900	0.85
HSV1-Kos	131901	132000	0.77
HSV1-Kos	132001	132100	0.73
HSV1-Kos	132101	132200	0.71
HSV1-Kos	132201	132300	0.85
HSV1-Kos	132301	132400	0.75
HSV1-Kos	132401	132500	0.64
HSV1-Kos	132501	132600	0.64
HSV1-Kos	132601	132700	0.68
HSV1-Kos	132701	132800	0.67
HSV1-Kos	132801	132900	0.64
HSV1-Kos	132901	133000	0.73
HSV1-Kos	133001	133100	0.65
HSV1-Kos	133101	133200	0.68
HSV1-Kos	133201	133300	0.59
HSV1-Kos	133301	133400	0.62
HSV1-Kos	133401	133500	0.65
HSV1-Kos	133501	133600	0.71
HSV1-Kos	133601	133700	0.67
HSV1-Kos	133701	133800	0.51
HSV1-Kos	133801	133900	0.59
HSV1-Kos	133901	134000	0.6
HSV1-Kos	134001	134100	0.66
HSV1-Kos	134101	134200	0.67
HSV1-Kos	134201	134300	0.58
HSV1-Kos	134301	134400	0.68
HSV1-Kos	134401	134500	0.68
HSV1-Kos	134501	134600	0.63
HSV1-Kos	134601	134700	0.61
HSV1-Kos	134701	134800	0.62
HSV1-Kos	134801	134900	0.67
HSV1-Kos	134901	135000	0.66
HSV1-Kos	135001	135100	0.64
HSV1-Kos	135101	135200	0.69
HSV1-Kos	135201	135300	0.63
HSV1-Kos	135301	135400	0.66
HSV1-Kos	135401	135500	0.66
HSV1-Kos	135501	135600	0.68
HSV1-Kos	135601	135700	0.63
HSV1-Kos	135701	135800	0.65
HSV1-Kos	135801	135900	0.64
HSV1-Kos	135901	136000	0.52
HSV1-Kos	136001	136100	0.64
HSV1-Kos	136101	136200	0.66
HSV1-Kos	136201	136300	0.68
HSV1-Kos	136301	136400	0.59
HSV1-Kos	136401	136500	0.64
HSV1-Kos	136501	136600	0.55
HSV1-Kos	136601	136700	0.65
HSV1-Kos	136701	136800	0.65
HSV1-Kos	136801	136900	0.66
HSV1-Kos	136901	137000	0.71
HSV1-Kos	137001	137100	0.64
HSV1-Kos	137101	137200	0.57
HSV1-Kos	137201	137300	0.65
HSV1-Kos	137301	137400	0.57
HSV1-Kos	137401	137500	0.64
HSV1-Kos	137501	137600	0.65
HSV1-Kos	137601	137700	0.69
HSV1-Kos	137701	137800	0.61
HSV1-Kos	137801	137900	0.63
HSV1-Kos	137901	138000	0.68
HSV1-Kos	138001	138100	0.5
HSV1-Kos	138101	138200	0.49
HSV1-Kos	138201	138300	0.63
HSV1-Kos	138301	138400	0.68
HSV1-Kos	138401	138500	0.68
HSV1-Kos	138501	138600	0.61
HSV1-Kos	138601	138700	0.58
HSV1-Kos	138701	138800	0.61
HSV1-Kos	138801	138900	0.66
HSV1-Kos	138901	139000	0.66
HSV1-Kos	139001	139100	0.7
HSV1-Kos	139101	139200	0.69
HSV1-Kos	139201	139300	0.66
HSV1-Kos	139301	139400	0.6
HSV1-Kos	139401	139500	0.6
HSV1-Kos	139501	139600	0.69
HSV1-Kos	139601	139700	0.67
HSV1-Kos	139701	139800	0.59
HSV1-Kos	139801	139900	0.68
HSV1-Kos	139901	140000	0.65
HSV1-Kos	140001	140100	0.64
HSV1-Kos	140101	140200	0.7
HSV1-Kos	140201	140300	0.66
HSV1-Kos	140301	140400	0.6
HSV1-Kos	140401	140500	0.57
HSV1-Kos	140501	140600	0.7
HSV1-Kos	140601	140700	0.74
HSV1-Kos	140701	140800	0.54
HSV1-Kos	140801	140900	0.59
HSV1-Kos	140901	141000	0.54
HSV1-Kos	141001	141100	0.6
HSV1-Kos	141101	141200	0.7
HSV1-Kos	141201	141300	0.7
HSV1-Kos	141301	141400	0.68
HSV1-Kos	141401	141500	0.67
HSV1-Kos	141501	141600	0.69
HSV1-Kos	141601	141700	0.7
HSV1-Kos	141701	141800	0.6
HSV1-Kos	141801	141900	0.64
HSV1-Kos	141901	142000	0.68
HSV1-Kos	142001	142100	0.66
HSV1-Kos	142101	142200	0.67
HSV1-Kos	142201	142300	0.78
HSV1-Kos	142301	142400	0.66
HSV1-Kos	142401	142500	0.71
HSV1-Kos	142501	142600	0.57
HSV1-Kos	142601	142700	0.68
HSV1-Kos	142701	142800	0.72
HSV1-Kos	142801	142900	0.74
HSV1-Kos	142901	143000	0.69
HSV1-Kos	143001	143100	0.59
HSV1-Kos	143101	143200	0.61
HSV1-Kos	143201	143300	0.64
HSV1-Kos	143301	143400	0.61
HSV1-Kos	143401	143500	0.52
HSV1-Kos	143501	143600	0.73
HSV1-Kos	143601	143700	0.57
HSV1-Kos	143701	143800	0.62
HSV1-Kos	143801	143900	0.45
HSV1-Kos	143901	144000	0.58
HSV1-Kos	144001	144100	0.61
HSV1-Kos	144101	144200	0.69
HSV1-Kos	144201	144300	0.68
HSV1-Kos	144301	144400	0.67
HSV1-Kos	144401	144500	0.7
HSV1-Kos	144501	144600	0.72
HSV1-Kos	144601	144700	0.7
HSV1-Kos	144701	144800	0.61
HSV1-Kos	144801	144900	0.64
HSV1-Kos	144901	145000	0.66
HSV1-Kos	145001	145100	0.64
HSV1-Kos	145101	145200	0.73
HSV1-Kos	145201	145300	0.61
HSV1-Kos	145301	145400	0.69
HSV1-Kos	145401	145500	0.85
HSV1-Kos	145501	145600	0.72
HSV1-Kos	145601	145700	0.71
HSV1-Kos	145701	145800	0.79
HSV1-Kos	145801	145900	0.82
HSV1-Kos	145901	146000	0.59
HSV1-Kos	146001	146100	0.85
HSV1-Kos	146101	146200	0.72
HSV1-Kos	146201	146300	0.75
HSV1-Kos	146301	146400	0.78
HSV1-Kos	146401	146500	0.77
HSV1-Kos	146501	146600	0.75
HSV1-Kos	146601	146700	0.71
HSV1-Kos	146701	146800	0.68
HSV1-Kos	146801	146900	0.84
HSV1-Kos	146901	147000	0.82
HSV1-Kos	147001	147100	0.76
HSV1-Kos	147101	147200	0.79
